original_map	hero_kill_map	map_file	hero_kill_file	zircon_map_info	zircon_map_file	relation	size	entrances_exits	city_town_safe_zone_landmarks	hero_kill_walkable	zircon_walkable	coordinate_transform	coordinate_reuse	confidence	evidence
D412	D412	/home/tetsuya/mir2ei/Map/D412.map	/home/tetsuya/mir2ei/Map/D412.map	"{""index"": 850, ""file"": ""D412"", ""description"": ""天桥2""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D412.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 9, ""region_landmark_samples"": [""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Teleport Destination"", ""D412 / Teleport Source"", ""D412 / Teleport Destination"", ""D412 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D403"", ""D404""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Blood Thristy Zombie Spawn"", ""D412 / Teleport Destination"", ""D412 / Teleport Source"", ""D412 / Teleport Destination"", ""D412 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 2738, ""total_cells"": 10000, ""walkable_ratio"": 0.2738}"	"{""status"": ""pass"", ""walkable_cells"": 2738, ""total_cells"": 10000, ""walkable_ratio"": 0.2738}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""1c9479f686d1fb87fc45e37d09e1d6359ad68ca70843347b0e7efad95246df3b"", ""zircon_sha256"": ""1c9479f686d1fb87fc45e37d09e1d6359ad68ca70843347b0e7efad95246df3b""}"
D413	D413	/home/tetsuya/mir2ei/Map/D413.map	/home/tetsuya/mir2ei/Map/D413.map	"{""index"": 851, ""file"": ""D413"", ""description"": ""地下1层第二间房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D413.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 9, ""region_landmark_samples"": [""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Teleport Destination"", ""D413 / Teleport Source"", ""D413 / Teleport Source"", ""D413 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D401"", ""D402""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Blood Thristy Zombie Spawn"", ""D413 / Teleport Destination"", ""D413 / Teleport Source"", ""D413 / Teleport Source"", ""D413 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 2132, ""total_cells"": 10000, ""walkable_ratio"": 0.2132}"	"{""status"": ""pass"", ""walkable_cells"": 2132, ""total_cells"": 10000, ""walkable_ratio"": 0.2132}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""3278867b789b19b55546ed736a2c088afca3e4777ba41745af90e44a05b8abd2"", ""zircon_sha256"": ""3278867b789b19b55546ed736a2c088afca3e4777ba41745af90e44a05b8abd2""}"
D414	D414	/home/tetsuya/mir2ei/Map/D414.map	/home/tetsuya/mir2ei/Map/D414.map	"{""index"": 852, ""file"": ""D414"", ""description"": ""地下1层第三间房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D414.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 4, ""region_landmark_samples"": [""D414 / Teleport Destination"", ""D414 / Teleport Source"", ""D414 / Teleport Destination"", ""D414 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D402"", ""D403""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D414 / Teleport Destination"", ""D414 / Teleport Source"", ""D414 / Teleport Destination"", ""D414 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 883, ""total_cells"": 10000, ""walkable_ratio"": 0.0883}"	"{""status"": ""pass"", ""walkable_cells"": 883, ""total_cells"": 10000, ""walkable_ratio"": 0.0883}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""1d6ca58284e25eaa8f1f875f629326d58303bd1423bbe64f99da91014e70350e"", ""zircon_sha256"": ""1d6ca58284e25eaa8f1f875f629326d58303bd1423bbe64f99da91014e70350e""}"
D415	D415	/home/tetsuya/mir2ei/Map/D415.map	/home/tetsuya/mir2ei/Map/D415.map	"{""index"": 853, ""file"": ""D415"", ""description"": ""天桥1""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D415.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 9, ""region_landmark_samples"": [""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Teleport Destination"", ""D415 / Teleport Source"", ""D415 / Teleport Destination"", ""D415 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D405"", ""D406""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Blood Thristy Zombie Spawn"", ""D415 / Teleport Destination"", ""D415 / Teleport Source"", ""D415 / Teleport Destination"", ""D415 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 1239, ""total_cells"": 10000, ""walkable_ratio"": 0.1239}"	"{""status"": ""pass"", ""walkable_cells"": 1239, ""total_cells"": 10000, ""walkable_ratio"": 0.1239}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""0f3f58ccf4b3d0afc426bbf7ce5b8d5774b34c11b47cdc92f85da66f841524e2"", ""zircon_sha256"": ""0f3f58ccf4b3d0afc426bbf7ce5b8d5774b34c11b47cdc92f85da66f841524e2""}"
D416	D416	/home/tetsuya/mir2ei/Map/D416.map	/home/tetsuya/mir2ei/Map/D416.map	"{""index"": 854, ""file"": ""D416"", ""description"": ""天桥3""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D416.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 9, ""region_landmark_samples"": [""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Teleport Destination"", ""D416 / Teleport Source"", ""D416 / Teleport Destination"", ""D416 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D404"", ""D405""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Blood Thristy Zombie Spawn"", ""D416 / Teleport Destination"", ""D416 / Teleport Source"", ""D416 / Teleport Destination"", ""D416 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 1226, ""total_cells"": 10000, ""walkable_ratio"": 0.1226}"	"{""status"": ""pass"", ""walkable_cells"": 1226, ""total_cells"": 10000, ""walkable_ratio"": 0.1226}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""518acd1ba8e8a3f8e964a5cc2404bb485c177f31bc7615c102b59056c7e7d9cf"", ""zircon_sha256"": ""518acd1ba8e8a3f8e964a5cc2404bb485c177f31bc7615c102b59056c7e7d9cf""}"
D420_001	D420_001	/home/tetsuya/mir2ei/Map/D420_001.map	/home/tetsuya/mir2ei/Map/D420_001.map	"{""index"": 855, ""file"": ""D420_001"", ""description"": ""神圣战甲术空间""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D420_001.map	exact	"{""hero_kill"": {""width"": 50, ""height"": 50}, ""zircon"": {""width"": 50, ""height"": 50}}"	"{""region_count"": 1, ""region_landmark_samples"": [""D420_001 / Death Lord Jichon Spawn""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D420_001 / Death Lord Jichon Spawn""]"	"{""status"": ""pass"", ""walkable_cells"": 534, ""total_cells"": 2500, ""walkable_ratio"": 0.2136}"	"{""status"": ""pass"", ""walkable_cells"": 534, ""total_cells"": 2500, ""walkable_ratio"": 0.2136}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""818f28f61d8edc2fe62425165d20f8bd77dac88d5b8cd8dc1aede358cfa31664"", ""zircon_sha256"": ""818f28f61d8edc2fe62425165d20f8bd77dac88d5b8cd8dc1aede358cfa31664""}"
D421	D421	/home/tetsuya/mir2ei/Map/D421.map	/home/tetsuya/mir2ei/Map/D421.map	"{""index"": 856, ""file"": ""D421"", ""description"": ""矿山1层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D421.map	exact	"{""hero_kill"": {""width"": 400, ""height"": 400}, ""zircon"": {""width"": 400, ""height"": 400}}"	"{""region_count"": 16, ""region_landmark_samples"": [""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Death Lord Jichon Spawn"", ""D421 / Teleport Destination"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""2"", ""D421_001""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Blood Thristy Zombie Spawn"", ""D421 / Death Lord Jichon Spawn"", ""D421 / Teleport Destination"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source"", ""D421 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 20420, ""total_cells"": 160000, ""walkable_ratio"": 0.127625}"	"{""status"": ""pass"", ""walkable_cells"": 20420, ""total_cells"": 160000, ""walkable_ratio"": 0.127625}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""58aa57498c62edd83259c9687ba8d6d4f3a379275490b65e49d86fce3db22ce2"", ""zircon_sha256"": ""58aa57498c62edd83259c9687ba8d6d4f3a379275490b65e49d86fce3db22ce2""}"
D421_001	D421_001	/home/tetsuya/mir2ei/Map/D421_001.map	/home/tetsuya/mir2ei/Map/D421_001.map	"{""index"": 857, ""file"": ""D421_001"", ""description"": ""EI D421_001""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D421_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D421""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination"", ""D421_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D422	D422	/home/tetsuya/mir2ei/Map/D422.map	/home/tetsuya/mir2ei/Map/D422.map	"{""index"": 858, ""file"": ""D422"", ""description"": ""矿山2层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D422.map	exact	"{""hero_kill"": {""width"": 400, ""height"": 400}, ""zircon"": {""width"": 400, ""height"": 400}}"	"{""region_count"": 16, ""region_landmark_samples"": [""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Death Lord Jichon Spawn"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Destination"", ""D422 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D422_001"", ""D422_002""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Blood Thristy Zombie Spawn"", ""D422 / Death Lord Jichon Spawn"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Source"", ""D422 / Teleport Destination"", ""D422 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 27983, ""total_cells"": 160000, ""walkable_ratio"": 0.174894}"	"{""status"": ""pass"", ""walkable_cells"": 27983, ""total_cells"": 160000, ""walkable_ratio"": 0.174894}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""9ec755f73425642f329bd5055688f5e8496a1b2297149a3312713bf5608346c5"", ""zircon_sha256"": ""9ec755f73425642f329bd5055688f5e8496a1b2297149a3312713bf5608346c5""}"
D422_001	D422_001	/home/tetsuya/mir2ei/Map/D422_001.map	/home/tetsuya/mir2ei/Map/D422_001.map	"{""index"": 859, ""file"": ""D422_001"", ""description"": ""EI D422_001""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D422_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D422""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination"", ""D422_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D422_002	D422_002	/home/tetsuya/mir2ei/Map/D422_002.map	/home/tetsuya/mir2ei/Map/D422_002.map	"{""index"": 860, ""file"": ""D422_002"", ""description"": ""矿山2层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D422_002.map	exact	"{""hero_kill"": {""width"": 36, ""height"": 36}, ""zircon"": {""width"": 36, ""height"": 36}}"	"{""region_count"": 2, ""region_landmark_samples"": [""D422_002 / Teleport Source"", ""D422_002 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D422""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D422_002 / Teleport Source"", ""D422_002 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 189, ""total_cells"": 1296, ""walkable_ratio"": 0.145833}"	"{""status"": ""pass"", ""walkable_cells"": 189, ""total_cells"": 1296, ""walkable_ratio"": 0.145833}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""dd0068a3326f64aa81d191f0585833ece2dfa75a89f5553bac9f510cac83610c"", ""zircon_sha256"": ""dd0068a3326f64aa81d191f0585833ece2dfa75a89f5553bac9f510cac83610c""}"
D423	D423	/home/tetsuya/mir2ei/Map/D423.map	/home/tetsuya/mir2ei/Map/D423.map	"{""index"": 861, ""file"": ""D423"", ""description"": ""EI D423""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D423.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 2105, ""total_cells"": 10000, ""walkable_ratio"": 0.2105}"	"{""status"": ""pass"", ""walkable_cells"": 2105, ""total_cells"": 10000, ""walkable_ratio"": 0.2105}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""3738475142584ead5caf5b848679690f780df5dcc02b6fe29e711ccd39a8f2d6"", ""zircon_sha256"": ""3738475142584ead5caf5b848679690f780df5dcc02b6fe29e711ccd39a8f2d6""}"
D431	D431	/home/tetsuya/mir2ei/Map/D431.map	/home/tetsuya/mir2ei/Map/D431.map	"{""index"": 862, ""file"": ""D431"", ""description"": ""北部矿山入口""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D431.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 22, ""region_landmark_samples"": [""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Cave Maggot Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Death Lord Jichon Spawn"", ""D431 / Teleport Destination"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Destination"", ""D431 / Teleport Source"", ""D431 / Teleport Destination"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""2"", ""D431_001"", ""D441"", ""D443""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Cave Maggot Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Blood Thristy Zombie Spawn"", ""D431 / Death Lord Jichon Spawn"", ""D431 / Teleport Destination"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Destination"", ""D431 / Teleport Source"", ""D431 / Teleport Destination"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Source"", ""D431 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 8224, ""total_cells"": 40000, ""walkable_ratio"": 0.2056}"	"{""status"": ""pass"", ""walkable_cells"": 8224, ""total_cells"": 40000, ""walkable_ratio"": 0.2056}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""0de8923eec0f9e484a7f50bb6b037af271db55baf0f5ab5d2dc696f60d9ea012"", ""zircon_sha256"": ""0de8923eec0f9e484a7f50bb6b037af271db55baf0f5ab5d2dc696f60d9ea012""}"
D431_001	D431_001	/home/tetsuya/mir2ei/Map/D431_001.map	/home/tetsuya/mir2ei/Map/D431_001.map	"{""index"": 863, ""file"": ""D431_001"", ""description"": ""尸王房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D431_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 7, ""region_landmark_samples"": [""D431_001 / Death Lord Jichon Spawn"", ""D431_001 / Death Lord Jichon Spawn"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D431""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D431_001 / Death Lord Jichon Spawn"", ""D431_001 / Death Lord Jichon Spawn"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination"", ""D431_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D432	D432	/home/tetsuya/mir2ei/Map/D432.map	/home/tetsuya/mir2ei/Map/D432.map	"{""index"": 864, ""file"": ""D432"", ""description"": ""北部矿山东面洞穴""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D432.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 19, ""region_landmark_samples"": [""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Cave Maggot Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Death Lord Jichon Spawn"", ""D432 / Teleport Destination"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Destination"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D432_001"", ""D443"", ""D444""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Cave Maggot Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Blood Thristy Zombie Spawn"", ""D432 / Death Lord Jichon Spawn"", ""D432 / Teleport Destination"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Destination"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Source"", ""D432 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 7781, ""total_cells"": 40000, ""walkable_ratio"": 0.194525}"	"{""status"": ""pass"", ""walkable_cells"": 7781, ""total_cells"": 40000, ""walkable_ratio"": 0.194525}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""f5223f9200ed3709c360a8653956a67182e866dd914db8701a73a918ad9cc0d9"", ""zircon_sha256"": ""f5223f9200ed3709c360a8653956a67182e866dd914db8701a73a918ad9cc0d9""}"
