hero_kill_map	hero_kill_xy	hero_kill_range	hero_kill_count	hero_kill_monster_name	mapped_zircon_monster_index	mapped_zircon_monster_name	old_respawn	new_respawn	confidence	walkable	hero_kill_walkable	overlap	apply_status	mapping_method	match_status	range_note
					80	Zuma Keeper	"{""index"": 5855, ""map"": ""D5074"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 1990, ""region_name"": ""D5074 / Zuma Keeper Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 5856, ""map"": ""D5074"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 1991, ""region_name"": ""D5074 / Zuma Guardian Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 5857, ""map"": ""D5074"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 1992, ""region_name"": ""D5074 / Zuma Sharpshooter Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 5858, ""map"": ""D505"", ""xy"": {""x"": 100, ""y"": 100}, ""region_index"": 1993, ""region_name"": ""D505 / Zuma Sharpshooter Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 5859, ""map"": ""D505"", ""xy"": {""x"": 100, ""y"": 100}, ""region_index"": 1994, ""region_name"": ""D505 / Zuma Guardian Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					80	Zuma Keeper	"{""index"": 5860, ""map"": ""D505"", ""xy"": {""x"": 100, ""y"": 100}, ""region_index"": 1995, ""region_name"": ""D505 / Zuma Keeper Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					80	Zuma Keeper	"{""index"": 5861, ""map"": ""D5072"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 1996, ""region_name"": ""D5072 / Zuma Keeper Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 5862, ""map"": ""D5072"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 1997, ""region_name"": ""D5072 / Zuma Guardian Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 5863, ""map"": ""D5072"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 1998, ""region_name"": ""D5072 / Zuma Sharpshooter Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					80	Zuma Keeper	"{""index"": 5867, ""map"": ""D5074"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 2002, ""region_name"": ""D5074 / Zuma Keeper Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 5868, ""map"": ""D5074"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 2003, ""region_name"": ""D5074 / Zuma Guardian Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 5869, ""map"": ""D5074"", ""xy"": {""x"": 50, ""y"": 50}, ""region_index"": 2004, ""region_name"": ""D5074 / Zuma Sharpshooter Spawn"", ""region_size"": 1, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					32	GhostSorcerer	"{""index"": 5875, ""map"": ""D90212"", ""xy"": {""x"": 13, ""y"": 13}, ""region_index"": 2010, ""region_name"": ""D90212 / GhostSorcerer Spawn"", ""region_size"": 1, ""count"": 13, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					104	Tainted Terror	"{""index"": 5884, ""map"": ""D90222"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2019, ""region_name"": ""D90222 / Tainted Terror Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					274	Wild Monkey	"{""index"": 5885, ""map"": ""D90223"", ""xy"": {""x"": 13, ""y"": 13}, ""region_index"": 2020, ""region_name"": ""D90223 / Wild Monkey Spawn"", ""region_size"": 1, ""count"": 13, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					100	Venom Spitter	"{""index"": 5886, ""map"": ""D9031"", ""xy"": {""x"": 10, ""y"": 10}, ""region_index"": 2021, ""region_name"": ""D9031 / Venom Spitter Spawn"", ""region_size"": 1, ""count"": 5, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					147	Infernal Soldier	"{""index"": 5887, ""map"": ""D9032"", ""xy"": {""x"": 15, ""y"": 15}, ""region_index"": 2022, ""region_name"": ""D9032 / Infernal Soldier Spawn"", ""region_size"": 1, ""count"": 15, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					41	Armoured Ant	"{""index"": 5901, ""map"": ""74"", ""xy"": {""x"": 300, ""y"": 300}, ""region_index"": 2036, ""region_name"": ""74 / Armoured Ant Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5902, ""map"": ""74"", ""xy"": {""x"": 300, ""y"": 300}, ""region_index"": 2037, ""region_name"": ""74 / Centipede Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					41	Armoured Ant	"{""index"": 5903, ""map"": ""74"", ""xy"": {""x"": 300, ""y"": 300}, ""region_index"": 2038, ""region_name"": ""74 / Armoured Ant Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					146	Shinsu	"{""index"": 5904, ""map"": ""74"", ""xy"": {""x"": 300, ""y"": 300}, ""region_index"": 2039, ""region_name"": ""74 / Shinsu Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					68	Larva	"{""index"": 5905, ""map"": ""74"", ""xy"": {""x"": 300, ""y"": 300}, ""region_index"": 2040, ""region_name"": ""74 / Larva Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					41	Armoured Ant	"{""index"": 5906, ""map"": ""75"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2041, ""region_name"": ""75 / Armoured Ant Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5907, ""map"": ""75"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2042, ""region_name"": ""75 / Centipede Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					41	Armoured Ant	"{""index"": 5908, ""map"": ""75"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2043, ""region_name"": ""75 / Armoured Ant Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					146	Shinsu	"{""index"": 5909, ""map"": ""75"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2044, ""region_name"": ""75 / Shinsu Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					68	Larva	"{""index"": 5910, ""map"": ""75"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2045, ""region_name"": ""75 / Larva Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					14	Wolf	"{""index"": 5911, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2046, ""region_name"": ""31 / Wolf Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					22	Oma	"{""index"": 5912, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2047, ""region_name"": ""31 / Oma Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					15	Forest Yeti	"{""index"": 5913, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2048, ""region_name"": ""31 / Forest Yeti Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					17	Carnivorous Plant	"{""index"": 5914, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2049, ""region_name"": ""31 / Carnivorous Plant Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					19	Tiger Snake	"{""index"": 5915, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2050, ""region_name"": ""31 / Tiger Snake Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					277	Evil Snake	"{""index"": 5916, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2051, ""region_name"": ""31 / Evil Snake Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					41	Armoured Ant	"{""index"": 5917, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2052, ""region_name"": ""31 / Armoured Ant Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5918, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2053, ""region_name"": ""31 / Centipede Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					41	Armoured Ant	"{""index"": 5919, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2054, ""region_name"": ""31 / Armoured Ant Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					146	Shinsu	"{""index"": 5920, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2055, ""region_name"": ""31 / Shinsu Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					68	Larva	"{""index"": 5921, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2056, ""region_name"": ""31 / Larva Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					15	Forest Yeti	"{""index"": 5922, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2057, ""region_name"": ""31 / Forest Yeti Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					19	Tiger Snake	"{""index"": 5923, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2058, ""region_name"": ""31 / Tiger Snake Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					41	Armoured Ant	"{""index"": 5924, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2059, ""region_name"": ""31 / Armoured Ant Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5925, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2060, ""region_name"": ""31 / Centipede Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					146	Shinsu	"{""index"": 5926, ""map"": ""31"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2061, ""region_name"": ""31 / Shinsu Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					144	Skeleton	"{""index"": 5927, ""map"": ""D011"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2062, ""region_name"": ""D011 / Skeleton Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					29	Skeleton Warrior	"{""index"": 5928, ""map"": ""D011"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2063, ""region_name"": ""D011 / Skeleton Warrior Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					25	Scorpion	"{""index"": 5929, ""map"": ""D011"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2064, ""region_name"": ""D011 / Scorpion Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					31	Cave Maggot	"{""index"": 5930, ""map"": ""D011"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2065, ""region_name"": ""D011 / Cave Maggot Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					29	Skeleton Warrior	"{""index"": 5931, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2066, ""region_name"": ""D012 / Skeleton Warrior Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					120	Skeleton Enforcer	"{""index"": 5932, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2067, ""region_name"": ""D012 / Skeleton Enforcer Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					28	Skeleton Axe Thrower	"{""index"": 5933, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2068, ""region_name"": ""D012 / Skeleton Axe Thrower Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					25	Scorpion	"{""index"": 5934, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2069, ""region_name"": ""D012 / Scorpion Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					31	Cave Maggot	"{""index"": 5935, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2070, ""region_name"": ""D012 / Cave Maggot Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					144	Skeleton	"{""index"": 5936, ""map"": ""D011"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2071, ""region_name"": ""D011 / Skeleton Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					29	Skeleton Warrior	"{""index"": 5937, ""map"": ""D011"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2072, ""region_name"": ""D011 / Skeleton Warrior Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					29	Skeleton Warrior	"{""index"": 5938, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2073, ""region_name"": ""D012 / Skeleton Warrior Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					120	Skeleton Enforcer	"{""index"": 5939, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2074, ""region_name"": ""D012 / Skeleton Enforcer Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					28	Skeleton Axe Thrower	"{""index"": 5940, ""map"": ""D012"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2075, ""region_name"": ""D012 / Skeleton Axe Thrower Spawn"", ""region_size"": 1, ""count"": 190, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					66	Spider Bat	"{""index"": 5941, ""map"": ""D1302"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2076, ""region_name"": ""D1302 / Spider Bat Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					45	Visceral Worm	"{""index"": 5942, ""map"": ""D1302"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2077, ""region_name"": ""D1302 / Visceral Worm Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					45	Visceral Worm	"{""index"": 5943, ""map"": ""D1302"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2078, ""region_name"": ""D1302 / Visceral Worm Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5944, ""map"": ""D1302"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2079, ""region_name"": ""D1302 / Centipede Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5945, ""map"": ""D1302"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2080, ""region_name"": ""D1302 / Centipede Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					66	Spider Bat	"{""index"": 5946, ""map"": ""D1311"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2081, ""region_name"": ""D1311 / Spider Bat Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					45	Visceral Worm	"{""index"": 5947, ""map"": ""D1311"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2082, ""region_name"": ""D1311 / Visceral Worm Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					45	Visceral Worm	"{""index"": 5948, ""map"": ""D1311"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2083, ""region_name"": ""D1311 / Visceral Worm Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5949, ""map"": ""D1311"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2084, ""region_name"": ""D1311 / Centipede Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5950, ""map"": ""D1311"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2085, ""region_name"": ""D1311 / Centipede Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					66	Spider Bat	"{""index"": 5951, ""map"": ""D1312"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2086, ""region_name"": ""D1312 / Spider Bat Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					45	Visceral Worm	"{""index"": 5952, ""map"": ""D1312"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2087, ""region_name"": ""D1312 / Visceral Worm Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					45	Visceral Worm	"{""index"": 5953, ""map"": ""D1312"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2088, ""region_name"": ""D1312 / Visceral Worm Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					51	Centipede	"{""index"": 5954, ""map"": ""D1312"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2089, ""region_name"": ""D1312 / Centipede Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
