website_skill_id	website_skill_name	website_class	website_image	website_image_evidence	source_description	zircon_index	zircon_name	zircon_class	zircon_description	catalog_evidence	icon	icon_evidence	match_method	match_evidence	confidence	status	skip_reason	business_index_untouched	apply_status
skill-法师-雷电术	雷电术	法师	../images/skill/pic/sul04.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul04.gif"",""bytes"":7494,""sha256"":""dbf868bd2934d2860d58205b2f30b69022271e3f2dc915b76fb9f964dfa50ff7"",""width"":126,""height"":198,""mode"":""P"",""frames"":1,""format"":""GIF""}"	雷电术通过把微弱的电力射向天空，在自己所设定的地方进行雷劈。雷劈威力巨大，给敌人的打击很大，是法师必学魔法。但是，念咒文的时间比其他魔法要长，小心敌人趁机靠近你进行攻击。 - 1等级 : 16级开始可以修炼 - 2等级 : 18级开始可以修炼 - 3等级 : 20级开始可以修炼	31	Thunder Bolt	Wizard	A spell that creates Thunderbolts to strike down on your enemies. Its damage increases with training.	"[{""legacy_id"":11,""tag"":""both"",""target"":""Thunder Bolt (id=31)"",""current_index"":31}]"	20	"{""status"":""present"",""icon"":20,""header"":{""index"":20,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-冰月震天	冰月震天	法师	../images/skill/pic/sul16.jpg	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul16.jpg"",""bytes"":25599,""sha256"":""c18f53d1bc1075dfde0a1a0969bb6bea1b779e1f4e9d487405ab48a5181f149d"",""width"":126,""height"":94,""mode"":""RGB"",""frames"":1,""format"":""JPEG""}"	冰月震天是冰月神掌的更高境界，喷发出大冰球，击中的敌人会受到严重的冰寒攻击。另外，与冰月神掌一样可以让对方冻僵，使对方行动变得缓慢。 - 1等级 : 17级开始可以修炼 - 2等级 : 19级开始可以修炼 - 3等级 : 21级开始可以修炼	32	Ice Blades	Wizard	A spell that is more powerful than the Iceball. Its damage increases with training.	"[{""legacy_id"":40,""tag"":""both"",""target"":""Ice Blades (id=32)"",""current_index"":32}]"	78	"{""status"":""present"",""icon"":78,""header"":{""index"":78,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-击风	击风	法师	../images/skill/pic/sul22.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul22.gif"",""bytes"":6559,""sha256"":""a108ceddfb5809d7acc89846ed7e84431b7a0614b4c5bd86f4aa5e5225fb929e"",""width"":128,""height"":127,""mode"":""P"",""frames"":1,""format"":""GIF""}"	风系的点魔法,可以吹开等级比低很多的怪。很多怪物都怕风的,这招很适用哦 - 1等级 : 18级开始可以修炼 - 2等级 : 20级开始可以修炼 - 3等级 : 22级开始可以修炼	33	Cyclone	Wizard	A Cyclone attack spell that damages a single enemy. Its damage increases with training.	"[{""legacy_id"":74,""tag"":""both"",""target"":""Cyclone (id=33)"",""current_index"":33}]"	146	"{""status"":""present"",""icon"":146,""header"":{""index"":146,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-地狱火	地狱火	法师	../images/skill/pic/sul07.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul07.gif"",""bytes"":5959,""sha256"":""bad1c840487eb34b5aa8d4909a7a6808d5f5f1cec439020a6e3218e23b9b161c"",""width"":128,""height"":130,""mode"":""P"",""frames"":1,""format"":""GIF""}"	地狱火直线发射强烈火焰。火焰长度不是非常长，但是可以同时攻击排成一队的多数敌人。破坏力不很强，但可以同时对最多5人进行攻击。 - 1等级 : 20级开始可以修炼 - 2等级 : 22级开始可以修炼 - 3等级 : 24级开始可以修炼	34	Scorched Earth	Wizard	A spell that shoots out line of fire along the ground, damaging all enemies caught within the fire. Its damage increases with training.	"[{""legacy_id"":9,""tag"":""both"",""target"":""Scorched Earth (id=34)"",""current_index"":34}]"	16	"{""status"":""present"",""icon"":16,""header"":{""index"":16,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-疾光电影	疾光电影	法师	../images/skill/pic/sul09.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul09.gif"",""bytes"":2958,""sha256"":""d3473c4cba4f99fc5c71ac3f36cef57a70c68bb2454c01b0c7d933562209eda8"",""width"":126,""height"":158,""mode"":""P"",""frames"":1,""format"":""GIF""}"	疾光电影可以放射出贯通力强的闪电，对排成一对的所有敌人同时进行攻击。使用方法与地狱火相似，但是放射距离更长破坏力也更大。 - 1等级 : 21级开始可以修炼 - 2等级 : 23级开始可以修炼 - 3等级 : 25级开始可以修炼	35	Lightning Beam	Wizard	A spell that shoots out a beam of lightning, damaging all enemies caught within the lightning. Its damage increases with training.	"[{""legacy_id"":10,""tag"":""both"",""target"":""Lightning Beam (id=35)"",""current_index"":35}]"	18	"{""status"":""present"",""icon"":18,""header"":{""index"":18,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-冰沙掌	冰沙掌	法师	../images/skill/pic/sul18.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul18.gif"",""bytes"":6152,""sha256"":""410dc410b497b1046e1301a2241ade813ccd036a6b73a507977a8f7cf9aba7e0"",""width"":128,""height"":112,""mode"":""P"",""frames"":1,""format"":""GIF""}"	冰沙掌直线喷射出寒气，攻击敌人。强烈的冰气不仅打伤敌人的肉体，还使敌人动作迟钝。据说此魔法是从叫做酷寒的地方传下来的。 - 1等级 : 22级开始可以修炼 - 2等级 : 24级开始可以修炼 - 3等级 : 26级开始可以修炼	36	Frozen Earth	Wizard	A spell that erects shards of ice from the ground in a line, damaging all enemies in the path. Its damage increases with training.	"[{""legacy_id"":53,""tag"":""both"",""target"":""Frozen Earth (id=36)"",""current_index"":36}]"	104	"{""status"":""present"",""icon"":104,""header"":{""index"":104,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-火墙	火墙	法师	../images/skill/pic/sul10.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul10.gif"",""bytes"":9003,""sha256"":""709a2f73564b688f6d90f275cced697ecdd185992ffeba12a6298fdd4731a9bf"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	传说此魔法是一位怀恨去世的天才法师所创建，在特定地方点燃不灭之火。点燃的火花就跟法师心中的怨恨一样，迟迟不灭熊熊燃起，如果不赶快从中逃出，会受到严重的伤害。火化燃烧的时间和每个人的魔法力有关系。 - 1等级 : 24级开始可以修炼 - 2等级 : 26级开始可以修炼 - 3等级 : 28级开始可以修炼	38	Fire Wall	Wizard	A spell that creates a wall of fire in the shape of a cross damaging enemies over a period of time. Its damage increases with training.	"[{""legacy_id"":22,""tag"":""both"",""target"":""Fire Wall (id=38)"",""current_index"":38}]"	42	"{""status"":""present"",""icon"":42,""header"":{""index"":42,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-圣言术	圣言术	法师	../images/skill/pic/sul13.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul13.gif"",""bytes"":7310,""sha256"":""a7ea18abd26fdc9f352d3c0c29aa393f292e354f28de4d11bd6fec35f00d6bbf"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	不知名的邪恶魔魂附在具有奇异魔力的怪物身上，支配着这些死者系列怪物。但是，这些死者系列的怪物与有生命的怪物不同，一般的攻击法是得不到什么效果的。圣言术就是为了抵抗这些死者系列怪物而创建的魔法，可以一次把恶魔摘除下来。但是，另一方面对有生命的怪物，是发挥不了任何效果。 - 1等级 : 26级开始可以修炼 - 2等级 : 28级开始可以修炼 - 3等级 : 30级开始可以修炼	39	Expel Undead	Wizard	A spell that instantly kills undead enemies. Its chance of success increases with training.	"[{""legacy_id"":32,""tag"":""both"",""target"":""Expel Undead (id=39)"",""current_index"":39}]"	62	"{""status"":""present"",""icon"":62,""header"":{""index"":62,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-异形换位	异形换位	法师	../images/skill/pic/sul19.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul19.gif"",""bytes"":5789,""sha256"":""f1f1bc484a9b2f5cb5e997f2066831383ea78eaf624047c033a7bee60579cdf0"",""width"":128,""height"":135,""mode"":""P"",""frames"":1,""format"":""GIF""}"	异形换位可在一定空间内按照自己的意愿到处移动。经过幻影术的法师过了超越空间的境界，可支配空间本身。但是，空间范围是有限的。异形换位的准确度和移动可行的范围大受魔力与幻影术修炼程度的影响，这就需要相当长的时间和努力。 - 1等级 : 27级开始可以修炼 - 2等级 : 29级开始可以修炼 - 3等级 : 31级开始可以修炼	40	Geo Manipulation	Wizard	A spell that harnesses the body's energy to move to a desired location. The chance of success increases with training.	"[{""legacy_id"":104,""tag"":""both"",""target"":""Geo Manipulation (id=40)"",""current_index"":40}]"	206	"{""status"":""present"",""icon"":206,""header"":{""index"":206,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-魔法盾	魔法盾	法师	../images/skill/pic/sul12.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul12.gif"",""bytes"":10883,""sha256"":""ecc9b1a5d820badb51d39e9841f659bf58635ba142f9a6371ca251ab73ce8453"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	将纯粹的魔力变换为物理上的力量，在自己周围形成保护膜，又名叫做'魔帐术'，可以吸收外部来的攻击，达到保护自己的目的。修炼等级和魔力越高，保护膜的持续时间和吸收冲击的比率月增加，每遭受打击，持续时间会越来越短。开始修炼时，会需要很多魔法力，但是对于生命力比较弱的法师来讲，这是必学魔法。 - 1等级 : 29级开始可以修炼 - 2等级 : 31级开始可以修炼 - 3等级 : 33级开始可以修炼	41	Magic Shield	Wizard	Creates a magical shield around the caster that reduces the damage taken for a set period of time. The duration of the spell increases with training.	"[{""legacy_id"":31,""tag"":""both"",""target"":""Magic Shield (id=41)"",""current_index"":41}]"	60	"{""status"":""present"",""icon"":60,""header"":{""index"":60,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-爆裂火焰	爆裂火焰	法师	../images/skill/pic/sul08.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul08.gif"",""bytes"":8056,""sha256"":""cb4f2ea15bbf0e2318b911b90200f6447aa018ec543ce9b5ddf4ed5db284f1d6"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	瞬间爆发出高温火焰，法师所发出来的内功迅速变成火焰造成大爆发。以攻击地点位中心，上下左右，两条斜线附近的敌人都会遭受打击，最多可以同时攻击9个敌人。虽然破坏力不很强，但是对快速移动的敌人很有效。 - 1等级 : 32级开始可以修炼 - 2等级 : 34级开始可以修炼 - 3等级 : 36级开始可以修炼	42	Fire Storm	Wizard	A spell that deals fire damage to all enemies within a fixed area(3x3) of choice. Its damage increases with training.	"[{""legacy_id"":23,""tag"":""both"",""target"":""Fire Storm (id=42)"",""current_index"":42}]"	44	"{""status"":""present"",""icon"":44,""header"":{""index"":44,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-地狱雷光	地狱雷光	法师	../images/skill/pic/sul11.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul11.gif"",""bytes"":13070,""sha256"":""0ab7ed4b8dec3b4c907513ec4e3932d79d8edd4c5041ec7814c56bf599f7dd26"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	瞬间发生电力，法师发出的内功迅速转变为雷电造成大爆发。以攻击地点位中心，上下左右，两条斜线附近的敌人都会遭受打击，最多可以同时攻击9个敌人。发出的闪电看上去就跟美丽的雪花一样很迷人。只攻击一个目标的其他魔法相比破坏力不很高，魔法力消耗也多，先做好判断再使用。 - 1等级 : 33级开始可以修炼 - 2等级 : 35级开始可以修炼 - 3等级 : 37级开始可以修炼	43	Lightning Wave	Wizard	A spell that deals lightning damage to all enemies within a fixed area(3x3) of choice. Its damage increases with training.	"[{""legacy_id"":24,""tag"":""both"",""target"":""Lightning Wave (id=43)"",""current_index"":43}]"	46	"{""status"":""present"",""icon"":46,""header"":{""index"":46,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-冰咆哮	冰咆哮	法师	../images/skill/pic/sul14.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul14.gif"",""bytes"":16856,""sha256"":""f13e2c59ad625493537104a45b149ee8ff1c5aad8adde8f88294aefe6fe65435"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	引起冰雪暴风攻击敌人。使用此魔法，就会引起风雪，无数的冰块形成旋风。冰块旋转速度非常快，再加上刺骨的寒气，会给敌人造成不小的打击。冰咆哮与爆裂火焰一样，攻击范围是3x3，最多可同时攻击9个敌人。 - 1等级 : 34级开始可以修炼 - 2等级 : 36级开始可以修炼 - 3等级 : 38级开始可以修炼	44	Ice Storm	Wizard	A spell that deals ice damage to all enemies within a fixed area(3x3) of choice with ice. Its damage increases with training.	"[{""legacy_id"":33,""tag"":""both"",""target"":""Ice Storm (id=44)"",""current_index"":44}]"	64	"{""status"":""present"",""icon"":64,""header"":{""index"":64,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-龙卷风	龙卷风	法师	../images/skill/pic/sul20.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/sul20.gif"",""bytes"":7593,""sha256"":""0601f2ba29f3d683588de49214284ebfd7d07bf369d8679ae9b762aec667555b"",""width"":128,""height"":128,""mode"":""P"",""frames"":1,""format"":""GIF""}"	龙卷风可在指定的地方引起旋风(3*3)攻击敌人。 达到法师最高境界，就可利用魔法引起强大的旋风，创建出此魔法。敌人在用魔法造成的狂风区域中持续受到打击，魔法的持续时间根据每个法师的能力不同有所差距。 - 1等级 : 35级开始可以修炼 - 2等级 : 37级开始可以修炼 - 3等级 : 39级开始可以修炼	45	Dragon Tornado	Wizard	A spell that attacks all enemies within a fixed area(3x3) of choice with a cyclone. Its damage increases with training.	"[{""legacy_id"":72,""tag"":""both"",""target"":""Dragon Tornado (id=45)"",""current_index"":45}]"	142	"{""status"":""present"",""icon"":142,""header"":{""index"":142,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-魄冰刺	魄冰刺	法师	../images/skill/pic/4sul01.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4sul01.gif"",""bytes"":11532,""sha256"":""6473334d30143478268496fd62d306ed59c33615d3db2475a8e57732efb20da5"",""width"":126,""height"":127,""mode"":""P"",""frames"":1,""format"":""GIF""}"	魄冰刺其实是冰沙掌的高阶魔法。当法师以自身自然力凝聚成一条冰柱并释放时，冰沙掌就诞生了；凝而不发，当时机来临那刻，积累的冰柱同时击出，是为魄冰刺。魄冰刺如同其他冰系魔法一样具备冰冻效果，如何发挥其最大作用是考验智慧的一大难题。 - 1等级 : 38级开始可以修炼 - 2等级 : 41级开始可以修炼 - 3等级 : 44级开始可以修炼	46	Greater Frozen Earth	Wizard	A spell that erects 3 lines of ice shards from the ground in three directions to damage and slow the enemies. Its damage increases with training.	"[{""legacy_id"":110,""tag"":""changed"",""target"":""Greater Frozen Earth (id=46)"",""current_index"":46}]"	218	"{""status"":""present"",""icon"":218,""header"":{""index"":218,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-怒神霹雳	怒神霹雳	法师	../images/skill/pic/4sul02.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4sul02.gif"",""bytes"":6806,""sha256"":""6f2f620e5e2e490fb5ed71758d2160b3316b224056808920cd4a0969d05753ff"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	怒神霹雳，消耗自身大量的MP，创造出一个雷系爆炸点。一旦爆炸点击中目标，会以迅雷不及掩耳之势散成大片霹雳向四周蔓延。被爆炸点击中固然会受到极大伤害，四散而出的霹雳也绝不好消受。幸而霹雳会随着爆炸中心的远离而减弱，否则这个可怕的魔法或许真能毁灭一个村庄乃至一个城市。 - 1等级 : 40级开始可以修炼 - 2等级 : 42级开始可以修炼 - 3等级 : 44级开始可以修炼	47	Chain Lightning	Wizard	A spell that inflicts lightning damage to enemies in a large area(9x9), but the damage inflicted decreases as the lightning spreads out from its attack point. Its damage increases with training.	"[{""legacy_id"":111,""tag"":""changed"",""target"":""Chain Lightning (id=47)"",""current_index"":47}]"	220	"{""status"":""present"",""icon"":220,""header"":{""index"":220,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-焰天火雨	焰天火雨	法师	../images/skill/pic/4sul03.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4sul03.gif"",""bytes"":7544,""sha256"":""986e90ecb3e8ee158ea18591e2b82dbbb9ce1be2142d99a416dd378114d7d8b0"",""width"":128,""height"":123,""mode"":""P"",""frames"":1,""format"":""GIF""}"	焰天火雨看似是无数大火球的乱舞，但真正目睹后会为其强大的伤害力而咋舌。由于每个火球都集聚着施法者心中的怨恨和不平，伴随着焰天火雨凄惨的故事，这个魔法被人们视为永恒的传说。 - 1等级 : 43级开始可以修炼 - 2等级 : 45级开始可以修炼 - 3等级 : 47级开始可以修炼	48	Meteor Shower	Wizard	A spell that damages enemies within a set range. Its damage and the number of enemies affected increases with training.	"[{""legacy_id"":113,""tag"":""changed"",""target"":""Meteor Shower (id=48)"",""current_index"":48}]"	224	"{""status"":""present"",""icon"":224,""header"":{""index"":224,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-法师-凝血离魂	凝血离魂	法师	../images/skill/pic/4sul04.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4sul04.gif"",""bytes"":11223,""sha256"":""1ad47bfd4331f623594aa0f20c2c6bc815b82416f3d8015b271e4b95898b1fb2"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	凝血离魂，这个一度被列为禁忌的魔法拥有太多的牺牲者。为了追求极限的自然力量，一族法师支流创造了以自残获取的新鲜血液来祭奠自然之神的方法，为数众多的年轻法师因为无法掌握度衡而丧命。现在这个魔法又重现人间，其后果让人思之不寒而栗。 - 1等级 : 46级开始可以修炼 - 2等级 : 48级开始可以修炼 - 3等级 : 50级开始可以修炼					"[{""legacy_id"":112,""tag"":""old-only"",""target"":""老版特有技能，Zircon 无对应"",""current_index"":null}]"		"{""status"":""not-mapped""}"	catalog-crossref-without-closed-current-icon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	pending	investigate	catalog has a legacy-only or unresolved current mapping	True	retain-current
skill-道士-治愈术	治愈术	道士	../images/skill/pic/do02.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do02.gif"",""bytes"":3879,""sha256"":""9f3ef80a33830c8ec6de6e963b2faec8c4996b0fb0e99d7f6ba336162144af65"",""width"":104,""height"":135,""mode"":""P"",""frames"":1,""format"":""GIF""}"	道士的具代表性的魔法。治愈术可以恢复自己或他人的体力。 - 1等级 : 7级开始可以修炼 - 2等级 : 9级开始可以修炼 - 3等级 : 11级开始可以修炼	59	Heal	Taoist	A spell to heal yourself or others by using your body's energy. The amount healed increases with training.	"[{""legacy_id"":2,""tag"":""both"",""target"":""Heal (id=59)"",""current_index"":59}]"	2	"{""status"":""present"",""icon"":2,""header"":{""index"":2,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-精神力战法	精神力战法	道士	../images/skill/pic/do01.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do01.gif"",""bytes"":2933,""sha256"":""7412a362442c5e15bd4e26127a6e0fd314af5907cc230e2fe187ab35748a9633"",""width"":104,""height"":102,""mode"":""P"",""frames"":1,""format"":""GIF""}"	虽然道士具有很多神秘的魔法，但是基本的攻击离不开剑。精神力战法含道士武功的精华，提高命中率。 - 1等级 : 8级开始可以修炼 - 2等级 : 10级开始可以修炼 - 3等级 : 12级开始可以修炼	60	Spirit Sword	Taoist	A skill that increases your Accuracy. The Accuracy bonus increases with training.	"[{""legacy_id"":4,""tag"":""changed"",""target"":""Spirit Sword (id=60)"",""current_index"":60}]"	6	"{""status"":""present"",""icon"":6,""header"":{""index"":6,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-施毒术	施毒术	道士	../images/skill/pic/do03.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do03.gif"",""bytes"":5908,""sha256"":""4669daa4e085f60e98c94a143e7602ef7868b276e24bf85d43e04e0e8b51b8a6"",""width"":104,""height"":135,""mode"":""P"",""frames"":1,""format"":""GIF""}"	道士不仅会制作草药，还可制毒。将道士的这种能力升华为武功，就是施毒术。目前只有两种毒药，一种可以降低低人的防御力，一种可以消耗敌人的体力。不过，今后会增加毒药种类。 - 1等级 : 12级开始可以修炼 - 2等级 : 14级开始可以修炼 - 3等级 : 16级开始可以修炼	61	Poison Dust	Taoist	A spell that decreases your enemy's defense or strength, depending on the Poison Powder, for a set period of time. The effect's duration increases with training.	"[{""legacy_id"":6,""tag"":""changed"",""target"":""Poison Dust (id=61)"",""current_index"":61}]"	10	"{""status"":""present"",""icon"":10,""header"":{""index"":10,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
